,fname,x1t,y1t,x2t,x2t,x1,y1,x2,x2,iou,dx,dy,dw,dh
442,ISIC_0000542,0.00968978,0.24376032,0.97624487,0.7477589,0.067156434,0.25182962,0.91438586,0.75224864,0.8558111786842346,0.0021961927,0.006279528,0.11932564,0.0035796165
443,ISIC_0000543,0.21294788,0.1484375,0.7418074,0.7296875,0.25170362,0.1935907,0.74082094,0.7873245,0.7813277244567871,0.018884629,0.05139509,0.03974217,0.012483776
444,ISIC_0000544,0.2046965,0.24133725,0.7412678,0.8265087,0.20965165,0.25543752,0.7396883,0.79240406,0.9064184427261353,0.0016877949,0.010002196,0.006534636,0.0482049
445,ISIC_0000545,0.21075262,0.07899155,0.7497464,0.9052585,0.16963533,0.16397229,0.8003646,0.84422565,0.7220889925956726,0.0047504604,0.011973947,0.09173554,0.14601356
446,ISIC_0000546,0.1768384,0.14926058,0.8163636,0.8156049,0.18362007,0.1981138,0.83083355,0.8273194,0.8826276659965515,0.010625839,0.030283839,0.007688284,0.03713876
447,ISIC_0000547,0.06177232,0.1674336,0.9229511,0.7816819,0.11089572,0.16539782,0.91421425,0.81416523,0.8863328695297241,0.020193279,0.015223771,0.057860255,0.034519136
448,ISIC_0000548,0.19584954,0.12520312,0.845655,0.6919375,0.21667734,0.208417,0.81655097,0.70860547,0.7667717933654785,0.0041381717,0.049940914,0.049931824,0.0665459
449,ISIC_0000549,0.14292419,0.06566466,0.86965734,0.89072007,0.12679279,0.1148608,0.84049165,0.87210023,0.8633669018745422,0.022648573,0.015288144,0.013034284,0.06781596
450,ISIC_0000550,0.11869975,0.19772199,0.95928776,0.79258573,0.12861446,0.15564594,0.9475008,0.8184382,0.8766443729400635,0.00093615055,0.008111775,0.021701634,0.06792843
451,ISIC_0000551,0.06682578,0.1328125,0.9128878,0.8330269,0.08677152,0.12267923,0.8916427,0.8368643,0.9335789680480957,0.0006496906,0.00314793,0.041190863,0.013970673
452,ISIC_0000552,0.0706922,0.14131515,0.8969072,0.90866554,0.10284364,0.122465014,0.88966644,0.86154133,0.8733925819396973,0.012455344,0.032987148,0.039392233,0.02827406
453,ISIC_0000554,0.17562719,0.12502989,0.8163636,0.8325664,0.18315393,0.11260599,0.7962783,0.83384573,0.9394737482070923,0.00627926,0.005572289,0.02761203,0.013703287
454,ISIC_0000555,0.25520286,0.2690602,0.7152869,0.78887296,0.2139183,0.29952943,0.6861831,0.7696477,0.7835665941238403,0.03519416,0.0056220293,0.012180746,0.04969448
455,ISIC_0000556,0.11143242,0.10564532,0.84058803,0.9294892,0.055431932,0.09431204,0.86777794,0.87907803,0.8363913297653198,0.01440528,0.030872226,0.08319038,0.039077938
456,ISIC_0000882,0.04662699,0.22878495,0.3888889,0.45376346,0.24380805,0.34148788,0.5101297,0.5696999,0.13406576216220856,0.15921092,0.11431968,0.07594025,0.0032334924
457,ISIC_0000900,0.32142857,0.2723931,0.61474866,0.47655863,0.3741992,0.32944107,0.5827239,0.5112213,0.45703035593032837,0.010372937,0.045855314,0.084795386,0.0223853
458,ISIC_0000999,0.6795635,0.24596393,0.9282407,0.5631142,0.48055977,0.3836753,0.7736545,0.6042699,0.13330945372581482,0.176795,0.08943352,0.04441756,0.09655568
459,ISIC_0001100,0.17675781,0.3815104,0.6191406,0.7050781,0.2230225,0.3782025,0.5946308,0.69098383,0.7965288758277893,0.01087743,0.008701086,0.070774555,0.010786384
460,ISIC_0001102,0.057617184,0.18033855,0.9121094,0.8024089,0.14188018,0.18206933,0.8357674,0.7774272,0.7771614789962769,0.00396049,0.011625469,0.16060495,0.026712418
461,ISIC_0001103,0.23372933,0.2531196,0.7621384,0.73116046,0.2612998,0.26494503,0.7193225,0.70968413,0.8063800930976868,0.007622719,0.004825443,0.07038641,0.03330177
462,ISIC_0001105,0.31347656,0.3190104,0.7451172,0.6699219,0.32384002,0.32543737,0.708297,0.6805982,0.8512505888938904,0.013228357,0.008551657,0.047183633,0.004249364
463,ISIC_0001118,0.04080578,0.1770969,0.9932851,0.79816353,0.08576101,0.2328398,0.927445,0.78453815,0.7849637866020203,0.010442436,0.021058768,0.11079538,0.0693683
464,ISIC_0001119,0.421875,0.3434245,0.6116536,0.6220703,0.3704694,0.3456795,0.6206118,0.6331457,0.7250363826751709,0.021223694,0.0066652,0.06036377,0.008820385
465,ISIC_0001126,0.2405599,0.29361978,0.67903644,0.8144531,0.205026,0.25664112,0.75198114,0.82133687,0.7393753528594971,0.018705428,0.015047431,0.108478576,0.043862343
466,ISIC_0001128,0.30403647,0.3111979,0.8147786,0.66503906,0.32116786,0.29722542,0.7564471,0.68818873,0.7822622060775757,0.02060008,0.004588604,0.07546297,0.03712216
467,ISIC_0001131,0.14680989,0.125,0.8079427,0.77473956,0.14502934,0.14748886,0.7925683,0.78905785,0.9206516146659851,0.008577466,0.01840356,0.013593793,0.008170545
468,ISIC_0001133,0.25423178,0.30045572,0.7867839,0.7441406,0.24605656,0.29975396,0.821103,0.74119693,0.9189194440841675,0.013071954,0.00182271,0.042494297,0.0022419393
469,ISIC_0001134,0.33691406,0.36393228,0.6875,0.6308594,0.32557994,0.36120212,0.598323,0.59834826,0.6317857503890991,0.050255567,0.017620623,0.07784289,0.029780954
470,ISIC_0001140,0.25154957,0.13068181,0.85640496,0.80991733,0.22129294,0.19474381,0.82961774,0.78909945,0.8011940717697144,0.028521895,0.021622062,0.003469348,0.084879875
471,ISIC_0001142,0.10384115,0.125,0.7845052,0.87434894,0.1250779,0.1461806,0.8299612,0.86795163,0.8767333030700684,0.033346385,0.0073916614,0.024219215,0.027577937
472,ISIC_0001148,0.1764323,0.2311198,0.7633464,0.85807294,0.20133764,0.17480874,0.7623861,0.80165786,0.8011081218719482,0.011972517,0.056363076,0.025865614,0.000104010105
473,ISIC_0001152,0.00206611,0.20467122,0.9984504,0.7953288,0.13469067,0.18310711,0.8787472,0.72158504,0.6361691355705261,0.0064606667,0.047653913,0.25232768,0.052179694
474,ISIC_0001960,0.27513227,0.48184446,0.5135582,0.6830367,0.3058191,0.41625986,0.5052782,0.5935877,0.3650161325931549,0.011203438,0.077516794,0.038966805,0.023864388
475,ISIC_0002093,0.16005291,0.21457927,0.4781746,0.80262876,0.20858803,0.27547443,0.50312436,0.7047787,0.5851321816444397,0.03674242,0.01847744,0.02358535,0.15874523
476,ISIC_0002107,0.16203704,0.42237878,0.4431217,0.7547259,0.19393116,0.41433102,0.48561233,0.7121206,0.6679927706718445,0.037192374,0.02532655,0.010596514,0.03455752
477,ISIC_0002206,0.2443783,0.27966115,0.45833334,0.47986227,0.26053047,0.29625955,0.47283638,0.5055417,0.7126775979995728,0.015327603,0.021138906,0.0016491413,0.009081006
478,ISIC_0002246,0.5142196,0.39066374,0.8101852,0.59416854,0.4488733,0.3840197,0.73173153,0.58138233,0.5562105774879456,0.07189995,0.00971514,0.013107389,0.0061421692
479,ISIC_0002251,0.5056217,0.4917554,0.8700397,0.75373477,0.49037886,0.45027053,0.69485986,0.6489296,0.27965155243873596,0.09521133,0.07314503,0.15993702,0.06332031
480,ISIC_0002287,0.2903439,0.3232693,0.5462963,0.7563777,0.28029838,0.39859807,0.54634833,0.66385424,0.5979461669921875,0.0049967766,0.008597374,0.010097563,0.16785222
481,ISIC_0002353,0.12533069,0.40024433,0.39252645,0.648018,0.21849303,0.41995978,0.42504853,0.62171876,0.4824798107147217,0.06284222,0.003291905,0.06064026,0.046014696
482,ISIC_0002374,0.3012566,0.34375194,0.4920635,0.60242766,0.32481167,0.36794212,0.49599692,0.5737022,0.6858546137809753,0.013744265,0.0022676587,0.01962164,0.052915633
483,ISIC_0002438,0.40707672,0.35432363,0.6656746,0.6113475,0.4044255,0.35492653,0.67630637,0.61778075,0.9257162809371948,0.0039902925,0.0035180748,0.013282955,0.0058303475
484,ISIC_0002439,0.27380952,0.2086327,0.54761904,0.5247919,0.27963465,0.25669152,0.5906302,0.58933836,0.6079310178756714,0.024418145,0.056302637,0.037185997,0.016487658
485,ISIC_0002453,0.4560185,0.21557036,0.67460316,0.4917554,0.42938843,0.28663427,0.66075903,0.5346792,0.5542387962341309,0.020237088,0.056993842,0.012785941,0.028140128
486,ISIC_0002459,0.34689152,0.18055168,0.6137566,0.46202257,0.35477746,0.28742802,0.59375495,0.51719975,0.4724692702293396,0.0060578585,0.08102676,0.027887583,0.05169916
487,ISIC_0002469,0.27281746,0.37381515,0.55588627,0.67279536,0.32438162,0.39547396,0.5931363,0.6360687,0.5950462818145752,0.04440707,0.007533908,0.014314115,0.05838546
488,ISIC_0002476,0.48313493,0.431629,0.6798942,0.734904,0.4212916,0.4612109,0.65243995,0.6961295,0.5359483957290649,0.044648826,0.004596293,0.03438908,0.068356395
489,ISIC_0002488,0.06250001,0.4372452,0.3154762,0.63546413,0.21896411,0.4394071,0.41877693,0.6280209,0.26139968633651733,0.12988241,0.0026406646,0.053163394,0.009605169
490,ISIC_0002489,0.25165343,0.2519105,0.5816799,0.4891125,0.28978914,0.27197456,0.60577136,0.58419436,0.5580832362174988,0.031113595,0.05757296,0.014044225,0.07501781
491,ISIC_0002616,0.28917912,0.46245995,0.4664179,0.61331964,0.28772113,0.4747605,0.42023847,0.5927545,0.5744460225105286,0.023818702,0.004132271,0.044721454,0.032865703
492,ISIC_0002647,0.31319964,0.36895958,0.56133395,0.52588165,0.29335088,0.35641083,0.5458824,0.58867073,0.5977160334587097,0.017650157,0.025120199,0.0043972135,0.07533783
493,ISIC_0002673,0.20535713,0.40553018,0.44179893,0.65991116,0.22590074,0.41249964,0.47002974,0.63750076,0.7303956151008606,0.02438721,0.0077204704,0.007687211,0.029379845
494,ISIC_0002780,0.24323694,0.47248617,0.45755598,0.70215666,0.2569151,0.46712938,0.44924045,0.6688296,0.751284658908844,0.002681315,0.019341886,0.021993682,0.027970254
495,ISIC_0002806,0.26655784,0.36849326,0.6263993,0.7110171,0.23691404,0.3621589,0.5865707,0.6919708,0.7664051055908203,0.034736186,0.012690306,0.010184795,0.012711883
496,ISIC_0002829,0.26686507,0.52809554,0.51984125,0.81815594,0.26984507,0.48291755,0.5314435,0.736207,0.5937712788581848,0.0072911084,0.063563466,0.008622229,0.03677094
497,ISIC_0002836,0.10074627,0.4284174,0.36287314,0.74809074,0.14449395,0.4388416,0.39630723,0.7022486,0.6211155652999878,0.03859088,0.017709017,0.0103135705,0.056266367
498,ISIC_0002871,0.43073693,0.38248333,0.5963153,0.58790433,0.39101183,0.3879504,0.5385319,0.55716074,0.4476609528064728,0.048754275,0.012638271,0.01805833,0.036210656
499,ISIC_0002879,0.1114418,0.3837261,0.41633597,0.62191916,0.15014027,0.38426644,0.44751847,0.627976,0.772946298122406,0.03494048,0.0032985806,0.0075159967,0.0055164993
500,ISIC_0002885,0.1798041,0.4132615,0.44566232,0.65948695,0.23436879,0.43416387,0.4453615,0.6326471,0.6396492123603821,0.027131945,0.0029687285,0.054865524,0.047742218
501,ISIC_0002948,0.41269842,0.38802084,0.6114418,0.6539646,0.38298905,0.3890803,0.6465843,0.6465261,0.7355571389198303,0.0027165413,0.0031895041,0.06485185,0.008497924
502,ISIC_0002975,0.22737873,0.4037016,0.40508395,0.6114543,0.24926564,0.41269308,0.44054553,0.60522693,0.68562251329422,0.028674245,0.0013820529,0.01357466,0.015218854
503,ISIC_0002976,0.3227612,0.3652289,0.48763993,0.58137566,0.3183084,0.3892223,0.5105767,0.58363473,0.7662772536277771,0.009241998,0.013126224,0.027389586,0.021734327
504,ISIC_0003005,0.033399474,0.33681428,0.39781746,0.5545247,0.106631234,0.37006757,0.45575023,0.64600646,0.4403592050075531,0.06558226,0.06236753,0.015298992,0.058228463
505,ISIC_0003051,0.48250934,0.43937632,0.6455224,0.61705035,0.44746676,0.44216445,0.627791,0.6323129,0.6712055802345276,0.026386976,0.009025335,0.017311156,0.012474418
506,ISIC_0003056,0.3957556,0.29084828,0.536847,0.5079277,0.38104504,0.37711963,0.53315496,0.5701058,0.42772167921066284,0.009201288,0.07422471,0.011018515,0.02409327
507,ISIC_0003174,0.38194445,0.46598694,0.59623015,0.64471436,0.39263794,0.42348036,0.5600868,0.5798865,0.4198516607284546,0.012724936,0.053667247,0.046836853,0.022321284
508,ISIC_0003308,0.3449074,0.4230395,0.69080687,0.6780812,0.3964316,0.4074983,0.64812315,0.64355177,0.6023534536361694,0.004420221,0.025035322,0.09420791,0.018988252
509,ISIC_0003346,0.3488806,0.4671233,0.52402055,0.6296414,0.36311772,0.45592213,0.5190273,0.6021029,0.6963851451873779,0.004621953,0.01936984,0.019230396,0.016337365
510,ISIC_0003728,0.52843916,0.3847172,0.75628304,0.60837424,0.3939093,0.37612727,0.6743953,0.62492573,0.3704959452152252,0.108208776,0.003980756,0.052642137,0.025141418
511,ISIC_0004110,0.26554233,0.288581,0.5539021,0.700546,0.25629902,0.31671876,0.5781768,0.681829,0.8034306764602661,0.0075156987,0.0047103465,0.033518016,0.046854794
512,ISIC_0004115,0.17583954,0.28338692,0.47224814,0.5680851,0.21860789,0.29900375,0.4831729,0.5422995,0.7088581919670105,0.026846558,0.0050843954,0.031843603,0.0414024
513,ISIC_0004166,0.20942165,0.34144574,0.48880598,0.6268434,0.21717119,0.38362488,0.47603577,0.6249337,0.7833195328712463,0.002510339,0.020134747,0.020519733,0.04408881
514,ISIC_0004168,0.3488806,0.3892452,0.49300373,0.5743806,0.29957706,0.40027875,0.46480352,0.5736958,0.5704216957092285,0.03875187,0.0051743686,0.021103323,0.011718333
515,ISIC_0004309,0.29011196,0.40789863,0.52681905,0.5293792,0.2967102,0.42847517,0.45629317,0.5765133,0.4437544047832489,0.031963825,0.03385532,0.07712412,0.026557565
516,ISIC_0004346,0.48530784,0.40393478,0.6821362,0.56831825,0.4609996,0.4097383,0.63966036,0.5633648,0.6568650603294373,0.033392012,0.00042504072,0.018167585,0.010756969
517,ISIC_0004715,0.35019842,0.26743764,0.6207011,0.5115773,0.37050998,0.32989252,0.59616864,0.5757324,0.5091267824172974,0.0021104217,0.06330499,0.044844,0.0017002225
518,ISIC_0004985,0.3596082,0.40206945,0.54057837,0.6660156,0.32905358,0.46133924,0.5074598,0.67397726,0.5457422733306885,0.03183657,0.03361571,0.0025639236,0.051308155
519,ISIC_0005000,0.2662124,0.3121338,0.42105263,0.51313424,0.28553468,0.33023834,0.44459647,0.5035157,0.6668696999549866,0.021433055,0.0042430162,0.0042215586,0.027723074
520,ISIC_0005187,0.4537037,0.3599398,0.71593916,0.571043,0.41903707,0.35470808,0.70796347,0.5936892,0.7587474584579468,0.021321177,0.008707225,0.02669093,0.027877927
521,ISIC_0005548,0.5300926,0.34342158,0.8640873,0.68799216,0.4016304,0.3754203,0.7695142,0.64828634,0.43510502576828003,0.11151761,0.0038535595,0.033889115,0.07170454
522,ISIC_0005555,0.23875663,0.33053735,0.4593254,0.64933944,0.2253794,0.33830154,0.47046816,0.6043524,0.7635846734046936,0.0011172295,0.018611401,0.02451998,0.052751213
523,ISIC_0005620,0.22652116,0.32393005,0.46626985,0.5594802,0.23876141,0.32713512,0.49397582,0.5768156,0.784927248954773,0.019973129,0.010270238,0.015465707,0.014130354
524,ISIC_0005639,0.16236773,0.17592657,0.5257937,0.62191916,0.15225522,0.25926414,0.5369409,0.63783765,0.7491564750671387,0.0005173683,0.04962802,0.021259695,0.06741908
525,ISIC_0005666,0.16633599,0.33813575,0.40873015,0.6463662,0.17495142,0.34898907,0.45128173,0.617818,0.7293961644172668,0.025583506,0.008847445,0.033936128,0.0394015
526,ISIC_0005787,0.046957675,0.3873601,0.3912037,0.63612485,0.29263705,0.40132305,0.5439664,0.63929665,0.18921732902526855,0.19922104,0.008567393,0.09291667,0.010791153
527,ISIC_0006021,0.38386193,0.38434866,0.6989272,0.5909355,0.36117455,0.3607701,0.6024046,0.57629573,0.5582655668258667,0.059605002,0.01910919,0.07383525,0.00893876
528,ISIC_0006114,0.24272487,0.4540938,0.4920635,0.65792894,0.2979467,0.44263485,0.46481407,0.6172214,0.5160699486732483,0.0139862,0.026083231,0.08247125,0.029248565
529,ISIC_0006193,0.37136242,0.33483207,0.6322751,0.54197085,0.37665832,0.33173737,0.62650037,0.5550164,0.8909291625022888,0.00023943186,0.004975438,0.011070639,0.016140252
530,ISIC_0006326,0.32936507,0.30212596,0.63128304,0.5386672,0.33889723,0.31555456,0.6234399,0.614018,0.6836159825325012,0.0008445084,0.044389725,0.01737529,0.061922222
531,ISIC_0006350,0.28339946,0.29287574,0.5833333,0.68600994,0.2893954,0.33640078,0.6186568,0.65687716,0.7288517951965332,0.020659715,0.0071961284,0.029327571,0.07265782
532,ISIC_0006612,0.34771454,0.31812894,0.5932836,0.52658117,0.34564555,0.33282387,0.5831907,0.55006015,0.7979559898376465,0.0060809553,0.019086957,0.008023918,0.008784056
533,ISIC_0006711,0.30060634,0.36779374,0.4689832,0.55292916,0.2720757,0.37633973,0.44263595,0.5399755,0.6482673287391663,0.027438939,0.0022038221,0.0021833777,0.021499634
534,ISIC_0006776,0.32242063,0.3777795,0.5532407,0.6169637,0.3333158,0.38862717,0.5331204,0.5974159,0.7554886341094971,0.004612595,0.004350066,0.031015486,0.030395418
535,ISIC_0006795,0.3565765,0.38155064,0.56413245,0.62124735,0.35891563,0.4070488,0.51992506,0.60111105,0.6279250979423523,0.020934135,0.0026809573,0.04654652,0.04563445
536,ISIC_0006800,0.35780424,0.3599398,0.65674603,0.5961507,0.37705356,0.37181813,0.6257338,0.62247306,0.7229194045066833,0.0058814287,0.019100338,0.050261557,0.014444053
537,ISIC_0006940,0.46315297,0.45709708,0.7467351,0.6489943,0.39866424,0.44043502,0.6061777,0.6424742,0.3796268403530121,0.10252309,0.011591077,0.07606867,0.010141909
538,ISIC_0006982,0.12896825,0.32888553,0.63326716,0.6843581,0.15598316,0.34800518,0.56903905,0.6807227,0.766595184803009,0.018606603,0.007742107,0.09124303,0.022755057
539,ISIC_0007038,0.40928173,0.41559318,0.6352612,0.54500145,0.42108712,0.4199336,0.58598614,0.56741095,0.6259256601333618,0.018734813,0.013374925,0.061080426,0.018069088
540,ISIC_0007087,0.24272487,0.25884816,0.5515873,0.64471436,0.23798634,0.28205112,0.5449314,0.6225821,0.8518871068954468,0.0056971908,0.0005353093,0.0019173324,0.045335233
541,ISIC_0007322,0.27658582,0.3454096,0.53568095,0.5939667,0.3002358,0.36265576,0.5173668,0.6045657,0.7528676390647888,0.0026679337,0.013922542,0.041964114,0.0066471994
542,ISIC_0007475,0.22751322,0.31732273,0.6603836,0.57038224,0.2665865,0.33822557,0.53457594,0.56094474,0.5448225736618042,0.043367147,0.0057326555,0.16488093,0.030340344
543,ISIC_0007557,0.35119048,0.34176975,0.6656746,0.7342432,0.31454557,0.34173936,0.64989835,0.6765197,0.7367892861366272,0.026210606,0.02887696,0.02086863,0.057693124
544,ISIC_0007693,0.40939152,0.35465398,0.6226852,0.6275354,0.4014881,0.36848965,0.6594951,0.61504364,0.7595294713973999,0.014453232,0.00067192316,0.04471335,0.026327431
545,ISIC_0007760,0.13492064,0.3440823,0.3968254,0.5971418,0.12526917,0.3262009,0.46316236,0.5974172,0.7231419086456299,0.028342754,0.00880301,0.07598841,0.018156767
546,ISIC_0008029,0.24533582,0.36499572,0.48507464,0.5820751,0.26902574,0.36927453,0.4653756,0.56610537,0.742477536201477,0.0019954443,0.005845487,0.043388963,0.020248562
547,ISIC_0008116,0.2228836,0.35663617,0.43121693,0.627205,0.20324233,0.3607481,0.47068205,0.6060009,0.7209126353263855,0.009911925,0.008546084,0.059106395,0.02531606
548,ISIC_0008145,0.49370337,0.3155641,0.6282649,0.5270475,0.41830984,0.38429767,0.5503795,0.5516198,0.19047611951828003,0.07663947,0.046652943,0.0024918616,0.04416126
549,ISIC_0008207,0.31343284,0.34937346,0.50652987,0.5345089,0.31195408,0.36358827,0.49894375,0.54804134,0.8226715922355652,0.0045324564,0.013873637,0.00610736,0.000682354
550,ISIC_0008236,0.33255598,0.36429623,0.6751399,0.5422034,0.39080507,0.35067433,0.6599812,0.5529735,0.7092064619064331,0.021545172,0.0014258921,0.0734078,0.024391979
551,ISIC_0008256,0.4036847,0.37945214,0.6226679,0.5701836,0.39481735,0.36115143,0.6118953,0.5739656,0.8228493928909302,0.009819984,0.007259369,0.0019052327,0.022082746
552,ISIC_0008280,0.18088625,0.31699237,0.39054233,0.55848914,0.19419464,0.3573022,0.43936107,0.59817445,0.5627753734588623,0.031063557,0.039997578,0.035510346,0.00062450767
553,ISIC_0008294,0.43287036,0.36852932,0.62136245,0.5247919,0.3707553,0.36438453,0.58393663,0.5327629,0.565367579460144,0.049770445,0.0019131005,0.024689227,0.012115777
554,ISIC_0008347,0.37430036,0.5102594,0.6079757,0.6329058,0.3974247,0.46278226,0.54875803,0.6273804,0.49434250593185425,0.018046677,0.026501238,0.08234203,0.041951716
555,ISIC_0008396,0.33745337,0.45383275,0.5023321,0.6163508,0.3353979,0.4904158,0.45768625,0.6173674,0.5569002032279968,0.023350656,0.018799841,0.04259038,0.03556651
556,ISIC_0008403,0.15343915,0.35101998,0.45469576,0.6215888,0.15186273,0.33713853,0.50269854,0.6227132,0.8134809732437134,0.023213178,0.0063785315,0.049579203,0.015005827
557,ISIC_0008406,0.22388059,0.44846988,0.39762127,0.67161167,0.26851457,0.4280163,0.50370175,0.67260504,0.4268404245376587,0.07535723,0.009730101,0.061446488,0.021446943
558,ISIC_0008507,0.30806902,0.39624023,0.48250934,0.5760128,0.30331013,0.4188443,0.44661656,0.5870365,0.6462032794952393,0.02032584,0.016813904,0.03113389,0.011580378
559,ISIC_0008528,0.2525653,0.34937346,0.49137127,0.6904983,0.2386155,0.39462548,0.50911903,0.6524586,0.6868410706520081,0.001899004,0.0036062002,0.03169754,0.08329171
560,ISIC_0008541,0.3854944,0.44194117,0.59258395,0.58277464,0.36243272,0.41134727,0.57609653,0.5938014,0.6497066020965576,0.019774556,0.009783566,0.006574273,0.041620642
561,ISIC_0008552,0.32159513,0.4204897,0.5046642,0.6077236,0.30284685,0.4320597,0.48501384,0.63005584,0.6892659068107605,0.019199312,0.016951144,0.0009020567,0.010762244
562,ISIC_0008600,0.20502645,0.25719634,0.49007937,0.7425024,0.1994263,0.33036393,0.517816,0.69038385,0.6825729608535767,0.011068255,0.010524511,0.03333679,0.12528613
563,ISIC_0008626,0.16791046,0.4102303,0.58255595,0.6660156,0.1796101,0.3831748,0.5679337,0.67985344,0.81449294090271,0.0014612973,0.006608844,0.026321918,0.040893316
564,ISIC_0008659,0.27262127,0.51072574,0.5251866,0.6340716,0.30746946,0.48186958,0.48295084,0.62890947,0.572481095790863,0.0036937892,0.017009139,0.077083945,0.023694038
565,ISIC_0008785,0.0899471,0.35564506,0.40542328,0.6281961,0.103932425,0.33666414,0.503178,0.65686464,0.624118447303772,0.055870026,0.0048438013,0.08376938,0.047649443
566,ISIC_0008807,0.27448696,0.4657243,0.49883395,0.6247449,0.29891378,0.44045657,0.49592912,0.62208396,0.7575573921203613,0.010760993,0.013964295,0.02733165,0.02260679
567,ISIC_0008879,0.35167912,0.39414173,0.5123601,0.57531327,0.35079136,0.40466812,0.52064383,0.6086473,0.7543638348579407,0.0036979914,0.021930218,0.009171486,0.022807628
568,ISIC_0008992,0.25909513,0.37851948,0.43120337,0.58976966,0.36154622,0.39644516,0.5231993,0.55247504,0.2142776995897293,0.09722352,0.009684473,0.0104551315,0.055220306
569,ISIC_0008993,0.29530424,0.36423457,0.5648148,0.58095396,0.3277179,0.39759395,0.5505234,0.59963906,0.652808666229248,0.009061128,0.026022255,0.046705067,0.014674276
570,ISIC_0008998,0.11170709,0.2789567,0.8722015,0.7907605,0.11673096,0.31436354,0.8791323,0.7679407,0.8733020424842834,0.005977303,0.006293535,0.0019069314,0.058226645
571,ISIC_0009035,0.23763992,0.27499288,0.52821827,0.619382,0.24993406,0.3197274,0.5179639,0.6409795,0.7586262226104736,0.0010198951,0.03316602,0.022548556,0.023137003
572,ISIC_0009078,0.2774471,0.40222654,0.5406746,0.61597264,0.2874772,0.39743602,0.5102625,0.6173544,0.8260253071784973,0.010191023,0.0017043948,0.04044223,0.0061722696
573,ISIC_0009083,0.3985541,0.22905877,0.6198694,0.5030312,0.3411946,0.24852416,0.53660977,0.49335036,0.45254820585250854,0.07030958,0.00489226,0.025900155,0.029146224
574,ISIC_0009160,0.42691797,0.26941985,0.67228836,0.50761294,0.4430784,0.31949735,0.6436955,0.525313,0.6086333394050598,0.006216228,0.033888787,0.044753313,0.03237742
575,ISIC_0009165,0.42910448,0.42305455,0.6336287,0.6660156,0.39608175,0.42948616,0.60857445,0.66226923,0.7279772758483887,0.029038489,0.0013425946,0.007968456,0.010178
576,ISIC_0009188,0.28241605,0.42445356,0.4839086,0.5976974,0.28497,0.4268841,0.45849383,0.6083643,0.806134045124054,0.0114304125,0.0065487027,0.027968705,0.008236349
577,ISIC_0009252,0.22784393,0.3995836,0.44510582,0.68700105,0.21520987,0.4487293,0.39985803,0.66671586,0.5750250816345215,0.028940916,0.014430225,0.03261374,0.06943089
578,ISIC_0009297,0.359375,0.42142236,0.55620337,0.62707657,0.34922042,0.41096577,0.53585017,0.6317704,0.7993242144584656,0.0152539015,0.0028813481,0.010198623,0.015150398
579,ISIC_0009298,0.24533583,0.48391142,0.52005595,0.70215666,0.27577093,0.42826322,0.5264425,0.68612134,0.6568101644515991,0.018410832,0.035841763,0.024048537,0.03961289
580,ISIC_0009344,0.3311567,0.36196452,0.5776586,0.6065578,0.32105815,0.37811458,0.50040776,0.5665272,0.5126409530639648,0.043674678,0.011940271,0.06715229,0.056180656
581,ISIC_0009430,0.23181216,0.3084029,0.49933863,0.5935078,0.23172988,0.32258695,0.5050165,0.57361805,0.8639939427375793,0.0027977824,0.002852857,0.005760193,0.03407383
582,ISIC_0009504,0.4036847,0.45872927,0.56459886,0.64339834,0.39253348,0.48660085,0.5490656,0.6395259,0.7073354125022888,0.0133422315,0.011999607,0.004382044,0.031744033
583,ISIC_0009533,0.34958023,0.3039057,0.54757464,0.5976974,0.3154971,0.32021946,0.5662672,0.6124373,0.7179745435714722,0.0076952875,0.015526831,0.05277568,0.0015738308
584,ISIC_0009564,0.36753732,0.3022735,0.52448696,0.48950744,0.33916962,0.3179449,0.49650472,0.48793432,0.6406794786453247,0.028174967,0.0070491433,0.00038546324,0.017244518
585,ISIC_0009583,0.23064366,0.38831252,0.51679105,0.5627222,0.26156574,0.36426342,0.4364971,0.5500002,0.522584080696106,0.02468595,0.01838556,0.11121604,0.011327088
586,ISIC_0009599,0.31786382,0.38528132,0.56366605,0.65972006,0.28072423,0.3779065,0.54028326,0.644371,0.7294102907180786,0.030261189,0.011361957,0.013756812,0.007974267
587,ISIC_0009758,0.20436507,0.2763575,0.54232806,0.6113475,0.21273015,0.31419718,0.5463281,0.6356657,0.7993457317352295,0.006182581,0.031078964,0.004365027,0.013521463
588,ISIC_0009860,0.5013993,0.34004673,0.64715487,0.635937,0.4184062,0.38566586,0.63356346,0.61621165,0.48930829763412476,0.04829222,0.012946904,0.06940168,0.06534445
589,ISIC_0009868,0.21875,0.33496094,0.66015625,0.7519531,0.27769232,0.32088292,0.6799157,0.7345799,0.7733569145202637,0.039350897,0.015725613,0.03918284,0.0032951832
590,ISIC_0009869,0.4111328,0.37597656,0.5996094,0.6777344,0.40055048,0.41873613,0.6011437,0.65297914,0.7392407059669495,0.0045239925,0.009002149,0.012116671,0.06751481
591,ISIC_0009870,0.3154297,0.36523438,0.5048828,0.5527344,0.3068156,0.35633463,0.5434849,0.5778391,0.6774788498878479,0.014994025,0.008102477,0.047216207,0.03400445
592,ISIC_0009871,0.12011719,0.20800781,0.828125,0.7636719,0.16503838,0.22548002,0.79937875,0.7463946,0.8398997187614441,0.008087456,9.7453594e-05,0.07366741,0.034749508
