,fname,x1,y1,x2,y2
4067,ISIC_0025470,183,105,422,335
4068,ISIC_0025471,155,136,373,300
4069,ISIC_0025472,23,23,513,422
4070,ISIC_0025473,192,136,382,321
4071,ISIC_0025474,155,66,469,366
4072,ISIC_0025475,234,105,394,270
4073,ISIC_0025476,218,136,401,323
4074,ISIC_0025477,277,185,370,272
4075,ISIC_0025478,127,84,469,361
4076,ISIC_0025479,80,28,473,391
4077,ISIC_0025480,197,98,424,352
4078,ISIC_0025481,202,73,429,345
4079,ISIC_0025482,162,82,455,363
4080,ISIC_0025483,188,115,420,333
4081,ISIC_0025484,204,134,396,307
4082,ISIC_0025485,164,117,417,345
4083,ISIC_0025486,188,136,380,319
4084,ISIC_0025487,77,42,513,391
4085,ISIC_0025488,244,176,328,258
4086,ISIC_0025489,169,75,417,377
4087,ISIC_0025490,129,94,488,373
4088,ISIC_0025491,110,75,478,375
4089,ISIC_0025492,164,101,452,349
4090,ISIC_0025493,244,157,382,298
4091,ISIC_0025494,152,84,441,361
4092,ISIC_0025495,120,87,445,382
4093,ISIC_0025496,169,87,422,356
4094,ISIC_0025497,176,131,405,330
4095,ISIC_0025498,105,75,443,354
4096,ISIC_0025499,220,136,384,312
4097,ISIC_0025500,188,120,422,347
4098,ISIC_0025501,150,75,410,340
4099,ISIC_0025502,202,129,366,305
4100,ISIC_0025503,134,70,464,380
4101,ISIC_0025504,169,77,445,356
4102,ISIC_0025505,248,178,366,291
4103,ISIC_0025506,185,124,415,328
4104,ISIC_0025507,82,45,511,403
4105,ISIC_0025508,150,105,354,333
4106,ISIC_0025509,246,155,347,253
4107,ISIC_0025510,223,148,359,284
4108,ISIC_0025511,211,145,389,323
4109,ISIC_0025512,96,61,492,356
4110,ISIC_0025513,199,124,370,300
4111,ISIC_0025514,218,131,417,321
4112,ISIC_0025515,195,105,443,345
4113,ISIC_0025516,82,47,544,398
4114,ISIC_0025517,223,159,415,321
4115,ISIC_0025518,94,75,462,382
4116,ISIC_0025519,173,89,420,328
4117,ISIC_0025520,108,61,502,401
4118,ISIC_0025521,159,70,441,347
4119,ISIC_0025522,134,77,441,345
4120,ISIC_0025523,267,127,380,239
4121,ISIC_0025524,63,23,548,415
4122,ISIC_0025525,251,195,321,272
4123,ISIC_0025526,204,122,363,291
4124,ISIC_0025527,98,47,509,396
4125,ISIC_0025528,124,61,431,380
4126,ISIC_0025529,122,87,420,370
4127,ISIC_0025530,190,110,429,335
4128,ISIC_0025531,159,127,394,338
4129,ISIC_0025532,209,94,408,305
4130,ISIC_0025533,220,148,384,307
4131,ISIC_0025534,192,129,377,298
4132,ISIC_0025535,171,75,448,389
4133,ISIC_0025536,190,108,436,368
4134,ISIC_0025537,190,98,441,335
4135,ISIC_0025538,152,87,445,391
4136,ISIC_0025539,190,131,408,333
4137,ISIC_0025540,164,66,408,363
4138,ISIC_0025541,202,124,382,314
4139,ISIC_0025542,211,138,412,323
4140,ISIC_0025543,143,80,469,363
4141,ISIC_0025544,164,89,429,354
4142,ISIC_0025545,199,105,389,307
4143,ISIC_0025546,204,131,389,309
4144,ISIC_0025547,220,145,359,288
4145,ISIC_0025548,164,89,438,368
4146,ISIC_0025549,152,82,405,368
4147,ISIC_0025550,213,145,380,291
4148,ISIC_0025551,197,103,422,328
4149,ISIC_0025552,180,101,417,347
4150,ISIC_0025553,220,148,363,293
4151,ISIC_0025554,227,145,368,288
4152,ISIC_0025555,134,89,445,352
4153,ISIC_0025556,251,157,396,291
4154,ISIC_0025557,169,101,438,345
4155,ISIC_0025558,115,38,551,417
4156,ISIC_0025559,138,66,462,375
4157,ISIC_0025560,155,75,417,356
4158,ISIC_0025561,108,45,502,382
4159,ISIC_0025562,211,173,361,307
4160,ISIC_0025563,248,173,352,267
4161,ISIC_0025564,141,129,366,305
4162,ISIC_0025565,164,131,373,335
4163,ISIC_0025566,129,70,464,405
4164,ISIC_0025567,96,54,462,384
4165,ISIC_0025568,239,192,307,251
4166,ISIC_0025569,138,84,410,377
4167,ISIC_0025570,145,70,445,366
4168,ISIC_0025571,199,143,412,323
4169,ISIC_0025572,134,73,469,380
4170,ISIC_0025573,124,84,452,384
4171,ISIC_0025574,141,103,443,361
4172,ISIC_0025575,155,112,415,352
4173,ISIC_0025576,192,103,434,340
4174,ISIC_0025577,211,145,415,323
4175,ISIC_0025578,230,157,347,279
4176,ISIC_0025579,232,159,391,321
4177,ISIC_0025580,150,59,452,368
4178,ISIC_0025581,218,134,368,288
4179,ISIC_0025582,141,61,445,354
4180,ISIC_0025583,150,105,436,342
4181,ISIC_0025584,129,66,455,377
4182,ISIC_0025585,155,136,382,359
4183,ISIC_0025586,173,91,387,309
4184,ISIC_0025587,202,127,389,298
4185,ISIC_0025588,103,63,457,401
4186,ISIC_0025589,234,155,361,274
4187,ISIC_0025590,96,54,495,420
4188,ISIC_0025591,152,70,466,347
4189,ISIC_0025592,258,180,347,265
4190,ISIC_0025593,94,47,511,420
4191,ISIC_0025594,173,108,443,352
4192,ISIC_0025595,152,80,441,373
4193,ISIC_0025596,171,145,354,321
4194,ISIC_0025597,188,105,427,328
4195,ISIC_0025598,185,143,410,326
4196,ISIC_0025599,176,124,389,335
4197,ISIC_0025600,216,155,345,293
4198,ISIC_0025601,190,110,431,328
4199,ISIC_0025602,183,110,377,312
4200,ISIC_0025603,159,108,422,368
4201,ISIC_0025604,96,40,539,387
4202,ISIC_0025605,171,122,403,352
4203,ISIC_0025606,164,96,403,338
4204,ISIC_0025607,131,98,450,375
4205,ISIC_0025608,152,122,427,368
4206,ISIC_0025609,190,108,450,356
4207,ISIC_0025610,246,178,340,267
4208,ISIC_0025611,199,120,410,335
4209,ISIC_0025612,197,108,366,298
4210,ISIC_0025613,89,42,504,401
4211,ISIC_0025614,122,70,438,401
4212,ISIC_0025615,169,80,448,359
4213,ISIC_0025616,143,66,441,380
4214,ISIC_0025617,199,150,359,319
4215,ISIC_0025618,183,66,443,401
4216,ISIC_0025619,164,105,405,330
4217,ISIC_0025620,164,115,436,356
4218,ISIC_0025621,178,103,396,321
4219,ISIC_0025622,220,131,354,274
4220,ISIC_0025623,185,136,391,330
4221,ISIC_0025624,98,52,495,412
4222,ISIC_0025625,197,129,375,298
4223,ISIC_0025626,178,103,401,323
4224,ISIC_0025627,134,94,450,368
4225,ISIC_0025628,216,129,396,309
4226,ISIC_0025629,143,115,410,389
4227,ISIC_0025630,197,141,349,307
4228,ISIC_0025631,157,103,403,354
4229,ISIC_0025632,152,89,410,347
4230,ISIC_0025633,220,145,375,295
4231,ISIC_0025634,202,129,375,323
4232,ISIC_0025635,152,136,375,342
4233,ISIC_0025636,61,21,541,450
4234,ISIC_0025637,192,131,377,293
4235,ISIC_0025638,251,185,352,279
4236,ISIC_0025639,134,68,457,347
4237,ISIC_0025640,237,173,384,312
4238,ISIC_0025641,213,152,340,281
4239,ISIC_0025642,171,120,422,340
4240,ISIC_0025643,197,112,441,363
4241,ISIC_0025644,162,84,415,335
4242,ISIC_0025645,89,40,502,417
4243,ISIC_0025646,155,82,422,323
4244,ISIC_0025647,267,188,347,258
4245,ISIC_0025648,127,77,417,370
4246,ISIC_0025649,145,59,462,389
4247,ISIC_0025650,176,103,422,340
4248,ISIC_0025651,143,84,450,345
4249,ISIC_0025652,169,96,403,330
4250,ISIC_0025653,237,185,338,279
4251,ISIC_0025654,134,59,473,387
4252,ISIC_0025655,164,89,455,368
4253,ISIC_0025656,157,73,422,389
4254,ISIC_0025657,253,166,345,251
4255,ISIC_0025658,124,70,511,375
4256,ISIC_0025659,117,94,436,368
4257,ISIC_0025660,136,122,410,408
4258,ISIC_0025661,199,150,354,295
4259,ISIC_0025662,183,105,380,340
4260,ISIC_0025663,110,68,473,382
4261,ISIC_0025664,150,87,415,354
4262,ISIC_0025665,188,89,424,335
4263,ISIC_0025666,115,73,445,389
4264,ISIC_0025667,145,110,445,352
4265,ISIC_0025668,195,98,408,338
4266,ISIC_0025669,94,42,530,384
4267,ISIC_0025670,152,96,431,340
4268,ISIC_0025671,162,63,422,375
4269,ISIC_0025672,220,155,377,298
4270,ISIC_0025673,173,105,415,347
4271,ISIC_0025674,183,108,389,345
4272,ISIC_0025675,166,122,359,309
4273,ISIC_0025676,136,56,443,368
4274,ISIC_0025677,171,148,359,340
4275,ISIC_0025678,136,66,464,368
4276,ISIC_0025679,145,101,450,361
4277,ISIC_0025680,164,138,345,307
4278,ISIC_0025681,164,115,438,340
4279,ISIC_0025682,164,103,401,356
4280,ISIC_0025683,216,122,401,333
4281,ISIC_0025684,255,180,377,291
4282,ISIC_0025685,105,33,511,394
4283,ISIC_0025686,105,70,478,382
4284,ISIC_0025687,166,96,427,354
4285,ISIC_0025688,209,129,443,330
4286,ISIC_0025689,204,129,356,302
4287,ISIC_0025690,129,63,513,387
4288,ISIC_0025691,246,169,352,270
4289,ISIC_0025692,180,98,401,326
4290,ISIC_0025693,157,112,405,347
4291,ISIC_0025694,202,103,384,305
4292,ISIC_0025695,202,115,370,277
4293,ISIC_0025696,202,108,417,352
4294,ISIC_0025697,166,105,427,354
4295,ISIC_0025698,63,12,544,434
4296,ISIC_0025699,145,103,424,366
4297,ISIC_0025700,199,127,401,319
4298,ISIC_0025701,197,115,415,326
4299,ISIC_0025702,251,185,319,255
4300,ISIC_0025703,192,89,410,345
4301,ISIC_0025704,218,136,373,321
4302,ISIC_0025705,117,70,499,389
4303,ISIC_0025706,157,73,427,342
4304,ISIC_0025707,183,108,363,291
4305,ISIC_0025708,91,101,445,356
4306,ISIC_0025709,162,110,420,330
4307,ISIC_0025710,134,103,445,363
4308,ISIC_0025711,159,120,429,319
4309,ISIC_0025712,134,75,429,359
4310,ISIC_0025713,211,162,349,305
4311,ISIC_0025714,164,94,436,366
4312,ISIC_0025715,211,108,427,321
4313,ISIC_0025716,75,45,441,368
4314,ISIC_0025717,115,30,504,401
4315,ISIC_0025718,227,157,359,279
4316,ISIC_0025719,206,112,398,330
4317,ISIC_0025720,80,26,499,415
4318,ISIC_0025721,164,91,443,370
4319,ISIC_0025722,152,96,417,333
4320,ISIC_0025723,148,59,424,384
4321,ISIC_0025724,204,141,366,309
4322,ISIC_0025725,152,96,429,359
4323,ISIC_0025726,171,124,389,349
4324,ISIC_0025727,183,141,366,307
4325,ISIC_0025728,169,112,415,326
4326,ISIC_0025729,159,103,410,349
4327,ISIC_0025730,244,162,354,265
4328,ISIC_0025731,188,110,375,309
4329,ISIC_0025732,143,84,457,387
4330,ISIC_0025733,173,84,429,347
4331,ISIC_0025734,87,23,504,410
4332,ISIC_0025735,239,162,375,302
4333,ISIC_0025736,213,127,387,307
4334,ISIC_0025737,148,112,424,345
4335,ISIC_0025738,120,73,459,370
4336,ISIC_0025739,117,63,466,380
4337,ISIC_0025740,94,26,502,415
4338,ISIC_0025741,164,87,401,342
4339,ISIC_0025742,105,26,502,389
4340,ISIC_0025743,162,122,377,323
4341,ISIC_0025744,129,94,462,359
4342,ISIC_0025745,211,110,389,312
4343,ISIC_0025746,185,129,403,335
4344,ISIC_0025747,192,143,373,319
4345,ISIC_0025748,164,105,448,370
4346,ISIC_0025749,162,87,398,361
4347,ISIC_0025750,152,80,450,359
4348,ISIC_0025751,164,117,410,345
4349,ISIC_0025752,155,56,422,352
4350,ISIC_0025753,220,129,384,300
4351,ISIC_0025754,185,84,405,314
4352,ISIC_0025755,136,103,473,368
4353,ISIC_0025756,157,54,438,384
4354,ISIC_0025757,127,80,438,401
4355,ISIC_0025758,157,84,387,321
4356,ISIC_0025759,188,105,403,366
4357,ISIC_0025760,173,141,412,382
4358,ISIC_0025761,178,117,401,323
4359,ISIC_0025762,115,70,478,363
4360,ISIC_0025763,216,129,389,284
4361,ISIC_0025764,138,103,424,354
4362,ISIC_0025765,94,42,473,396
4363,ISIC_0025766,157,89,424,382
4364,ISIC_0025767,225,159,356,305
4365,ISIC_0025768,173,84,410,316
4366,ISIC_0025769,251,178,330,258
4367,ISIC_0025770,188,152,370,330
4368,ISIC_0025771,180,101,441,356
4369,ISIC_0025772,129,77,417,373
4370,ISIC_0025773,127,77,466,384
4371,ISIC_0025774,159,101,401,345
4372,ISIC_0025775,169,68,431,340
4373,ISIC_0025776,176,110,434,345
4374,ISIC_0025777,185,117,401,316
4375,ISIC_0025778,213,122,384,328
4376,ISIC_0025779,204,127,396,323
4377,ISIC_0025780,148,98,459,352
4378,ISIC_0025781,178,148,370,295
4379,ISIC_0025782,84,56,492,377
4380,ISIC_0025783,84,77,471,370
4381,ISIC_0025784,178,117,405,328
4382,ISIC_0025785,82,47,476,417
4383,ISIC_0025786,265,173,349,251
4384,ISIC_0025787,199,117,412,314
4385,ISIC_0025788,82,28,504,422
4386,ISIC_0025789,183,131,375,316
4387,ISIC_0025790,176,94,422,321
4388,ISIC_0025791,190,127,384,300
4389,ISIC_0025792,216,122,373,277
4390,ISIC_0025793,227,162,370,284
4391,ISIC_0025794,94,59,504,382
4392,ISIC_0025795,188,129,349,293
4393,ISIC_0025796,136,66,462,382
4394,ISIC_0025797,183,103,417,354
4395,ISIC_0025798,164,108,459,370
4396,ISIC_0025799,176,96,445,349
4397,ISIC_0025800,108,82,502,384
4398,ISIC_0025801,148,82,436,391
4399,ISIC_0025802,209,94,436,342
4400,ISIC_0025803,150,134,410,356
4401,ISIC_0025804,162,91,422,356
4402,ISIC_0025805,136,105,434,377
4403,ISIC_0025806,134,91,441,361
4404,ISIC_0025807,239,164,333,248
4405,ISIC_0025808,199,110,417,335
4406,ISIC_0025809,258,173,354,260
4407,ISIC_0025810,159,115,422,373
4408,ISIC_0025811,143,105,469,363
4409,ISIC_0025812,213,164,342,300
4410,ISIC_0025813,152,77,415,349
4411,ISIC_0025814,155,103,441,349
4412,ISIC_0025815,152,77,412,349
4413,ISIC_0025816,258,176,333,255
4414,ISIC_0025817,162,110,408,321
4415,ISIC_0025818,162,101,403,333
4416,ISIC_0025819,209,117,398,319
4417,ISIC_0025820,120,59,480,359
4418,ISIC_0025821,178,59,429,328
4419,ISIC_0025822,108,63,488,403
4420,ISIC_0025823,103,73,448,377
4421,ISIC_0025824,213,129,380,295
4422,ISIC_0025825,216,134,398,309
4423,ISIC_0025826,195,127,389,309
4424,ISIC_0025827,141,77,490,387
4425,ISIC_0025828,143,101,377,319
4426,ISIC_0025829,112,49,483,394
4427,ISIC_0025830,134,84,429,382
4428,ISIC_0025831,202,120,377,300
4429,ISIC_0025832,155,77,464,382
4430,ISIC_0025833,185,152,412,370
4431,ISIC_0025834,148,77,415,338
4432,ISIC_0025835,192,124,405,309
4433,ISIC_0025836,166,108,424,352
4434,ISIC_0025837,206,129,354,300
4435,ISIC_0025838,129,84,516,389
4436,ISIC_0025839,148,66,473,359
4437,ISIC_0025840,169,101,415,338
4438,ISIC_0025841,122,77,457,382
4439,ISIC_0025842,164,98,415,349
4440,ISIC_0025843,136,66,445,359
4441,ISIC_0025844,162,56,483,396
4442,ISIC_0025845,134,87,452,377
4443,ISIC_0025846,202,145,398,321
4444,ISIC_0025847,241,164,361,291
4445,ISIC_0025848,61,7,541,429
4446,ISIC_0025849,155,82,422,356
4447,ISIC_0025850,234,164,349,260
4448,ISIC_0025851,138,77,464,370
4449,ISIC_0025852,52,28,520,408
4450,ISIC_0025853,138,66,445,375
4451,ISIC_0025854,162,124,412,345
4452,ISIC_0025855,206,115,405,330
4453,ISIC_0025856,251,108,443,347
4454,ISIC_0025857,195,89,408,312
4455,ISIC_0025858,152,75,441,340
4456,ISIC_0025859,188,108,398,326
4457,ISIC_0025860,171,141,410,335
4458,ISIC_0025861,157,108,396,361
4459,ISIC_0025862,230,127,398,295
4460,ISIC_0025863,185,105,420,321
4461,ISIC_0025864,162,105,420,368
4462,ISIC_0025865,190,138,384,326
4463,ISIC_0025866,204,138,394,319
4464,ISIC_0025867,141,129,420,333
4465,ISIC_0025868,185,94,452,330
4466,ISIC_0025869,171,108,417,342
4467,ISIC_0025870,204,120,368,314
4468,ISIC_0025871,199,129,387,328
4469,ISIC_0025872,162,63,450,382
4470,ISIC_0025873,216,129,448,345
4471,ISIC_0025874,164,70,438,361
4472,ISIC_0025875,164,91,462,373
4473,ISIC_0025876,166,66,415,375
4474,ISIC_0025877,188,110,382,302
4475,ISIC_0025878,164,103,417,359
4476,ISIC_0025879,110,59,466,373
4477,ISIC_0025880,70,12,553,420
4478,ISIC_0025881,227,129,391,309
4479,ISIC_0025882,127,68,462,361
4480,ISIC_0025883,145,68,473,394
4481,ISIC_0025884,159,80,417,328
4482,ISIC_0025885,91,54,488,382
4483,ISIC_0025886,141,63,476,396
4484,ISIC_0025887,77,21,541,424
4485,ISIC_0025888,162,127,415,370
4486,ISIC_0025889,138,63,455,361
4487,ISIC_0025890,150,103,462,375
4488,ISIC_0025891,211,145,352,293
4489,ISIC_0025892,195,141,398,333
4490,ISIC_0025893,145,70,495,396
4491,ISIC_0025894,199,141,347,281
4492,ISIC_0025895,152,94,420,373
4493,ISIC_0025896,173,105,417,335
4494,ISIC_0025897,164,103,422,375
4495,ISIC_0025898,211,134,389,300
4496,ISIC_0025899,225,112,422,314
4497,ISIC_0025900,176,98,412,342
4498,ISIC_0025901,192,110,438,333
4499,ISIC_0025902,166,101,424,349
4500,ISIC_0025903,185,112,408,345
4501,ISIC_0025904,173,89,424,356
4502,ISIC_0025905,248,183,323,248
4503,ISIC_0025906,159,115,382,323
4504,ISIC_0025907,183,120,401,316
4505,ISIC_0025908,206,150,391,319
4506,ISIC_0025909,122,89,431,352
4507,ISIC_0025910,162,75,422,349
4508,ISIC_0025911,162,101,429,340
4509,ISIC_0025912,183,112,398,361
4510,ISIC_0025913,129,84,459,387
4511,ISIC_0025914,162,91,412,328
4512,ISIC_0025915,262,164,340,237
4513,ISIC_0025916,164,112,410,326
4514,ISIC_0025917,171,56,448,366
4515,ISIC_0025918,211,148,356,305
4516,ISIC_0025919,129,80,478,391
4517,ISIC_0025920,169,112,387,330
4518,ISIC_0025921,150,89,410,363
4519,ISIC_0025922,162,101,424,359
4520,ISIC_0025923,197,87,410,314
4521,ISIC_0025924,185,117,398,326
4522,ISIC_0025925,112,80,448,398
4523,ISIC_0025926,232,122,387,305
4524,ISIC_0025927,61,54,464,401
4525,ISIC_0025928,180,136,396,342
4526,ISIC_0025929,122,56,431,401
4527,ISIC_0025930,173,131,389,326
4528,ISIC_0025931,188,103,438,340
4529,ISIC_0025932,202,136,361,288
4530,ISIC_0025933,169,127,387,368
4531,ISIC_0025934,183,110,380,316
4532,ISIC_0025935,164,77,441,345
4533,ISIC_0025936,108,66,459,389
4534,ISIC_0025937,220,120,417,279
4535,ISIC_0025938,134,73,502,377
4536,ISIC_0025939,159,115,427,349
4537,ISIC_0025940,206,152,370,321
4538,ISIC_0025941,169,115,429,354
4539,ISIC_0025942,131,75,445,377
4540,ISIC_0025943,244,166,323,253
4541,ISIC_0025944,112,66,450,352
4542,ISIC_0025945,173,40,429,347
4543,ISIC_0025946,180,77,452,349
4544,ISIC_0025947,166,115,396,342
4545,ISIC_0025948,169,89,448,361
4546,ISIC_0025949,105,45,499,389
4547,ISIC_0025950,131,96,471,373
4548,ISIC_0025951,223,134,405,321
4549,ISIC_0025952,155,120,412,338
4550,ISIC_0025953,152,112,424,359
4551,ISIC_0025954,202,150,380,309
4552,ISIC_0025955,227,155,366,291
4553,ISIC_0025956,47,40,516,408
4554,ISIC_0025957,171,124,403,347
4555,ISIC_0025958,143,101,457,349
4556,ISIC_0025959,148,122,410,342
4557,ISIC_0025960,155,110,445,349
4558,ISIC_0025961,134,80,469,387
4559,ISIC_0025962,112,56,478,387
4560,ISIC_0025963,91,23,527,415
4561,ISIC_0025964,253,180,340,260
4562,ISIC_0025965,169,82,464,352
4563,ISIC_0025966,98,42,497,403
4564,ISIC_0025967,157,87,415,356
4565,ISIC_0025968,190,124,405,340
4566,ISIC_0025969,213,115,450,354
4567,ISIC_0025970,145,84,434,354
4568,ISIC_0025971,218,150,396,302
4569,ISIC_0025972,110,84,469,347
4570,ISIC_0025973,122,68,473,363
4571,ISIC_0025974,188,96,422,328
4572,ISIC_0025975,180,120,394,335
4573,ISIC_0025976,143,61,457,347
4574,ISIC_0025977,66,21,527,415
4575,ISIC_0025978,255,183,328,253
4576,ISIC_0025979,195,103,370,279
4577,ISIC_0025980,159,96,403,349
4578,ISIC_0025981,159,96,412,349
4579,ISIC_0025982,138,68,478,377
4580,ISIC_0025983,134,77,462,377
4581,ISIC_0025984,258,176,333,248
4582,ISIC_0025985,136,91,408,352
4583,ISIC_0025986,166,103,429,333
4584,ISIC_0025987,150,103,401,338
4585,ISIC_0025988,98,59,565,417
4586,ISIC_0025989,190,101,410,330
4587,ISIC_0025990,152,80,452,387
4588,ISIC_0025991,195,98,434,333
4589,ISIC_0025992,138,101,405,342
4590,ISIC_0025993,96,30,490,420
4591,ISIC_0025994,162,73,450,338
4592,ISIC_0025995,157,87,417,354
4593,ISIC_0025996,98,70,523,384
4594,ISIC_0025997,145,77,394,349
4595,ISIC_0025998,77,26,525,387
4596,ISIC_0025999,230,108,436,309
4597,ISIC_0026000,143,82,476,368
4598,ISIC_0026001,115,82,405,370
4599,ISIC_0026002,199,124,412,312
4600,ISIC_0026003,148,63,495,377
4601,ISIC_0026004,148,84,443,356
4602,ISIC_0026005,150,105,427,361
4603,ISIC_0026006,251,188,321,253
4604,ISIC_0026007,216,101,427,321
4605,ISIC_0026008,171,117,417,328
4606,ISIC_0026009,178,120,398,338
4607,ISIC_0026010,112,63,480,384
4608,ISIC_0026011,230,150,396,319
4609,ISIC_0026012,258,176,345,255
4610,ISIC_0026013,98,96,417,377
4611,ISIC_0026014,141,89,441,356
4612,ISIC_0026015,115,73,412,368
4613,ISIC_0026016,216,131,396,321
4614,ISIC_0026017,136,61,436,354
4615,ISIC_0026018,183,108,438,338
4616,ISIC_0026019,61,42,532,415
4617,ISIC_0026020,230,134,387,286
4618,ISIC_0026021,206,122,441,368
4619,ISIC_0026022,265,178,347,246
4620,ISIC_0026023,241,162,347,272
4621,ISIC_0026024,169,129,377,319
4622,ISIC_0026025,171,112,408,354
4623,ISIC_0026026,96,70,459,375
4624,ISIC_0026027,206,129,398,321
4625,ISIC_0026028,180,110,405,335
4626,ISIC_0026029,237,171,363,293
4627,ISIC_0026030,220,136,429,328
4628,ISIC_0026031,216,129,405,305
4629,ISIC_0026032,115,45,434,366
4630,ISIC_0026033,157,94,427,349
4631,ISIC_0026034,183,145,382,330
4632,ISIC_0026035,157,66,434,384
4633,ISIC_0026036,68,16,525,434
4634,ISIC_0026037,220,150,366,293
4635,ISIC_0026038,173,73,427,387
4636,ISIC_0026039,143,59,455,361
4637,ISIC_0026040,199,148,391,333
4638,ISIC_0026041,138,80,436,405
4639,ISIC_0026042,141,56,497,380
4640,ISIC_0026043,232,141,417,323
4641,ISIC_0026044,202,94,436,366
4642,ISIC_0026045,150,84,452,375
4643,ISIC_0026046,136,75,455,373
4644,ISIC_0026047,183,87,434,326
4645,ISIC_0026048,145,105,431,361
4646,ISIC_0026049,150,105,422,361
4647,ISIC_0026050,155,75,422,354
4648,ISIC_0026051,169,84,438,373
4649,ISIC_0026052,105,47,476,391
4650,ISIC_0026053,117,82,490,373
4651,ISIC_0026054,178,117,427,345
4652,ISIC_0026055,220,141,377,279
4653,ISIC_0026056,96,63,488,366
4654,ISIC_0026057,155,94,401,349
4655,ISIC_0026058,195,75,445,340
4656,ISIC_0026059,87,28,525,401
4657,ISIC_0026060,145,66,464,387
4658,ISIC_0026061,180,120,377,302
4659,ISIC_0026062,150,59,473,377
4660,ISIC_0026063,124,49,497,396
4661,ISIC_0026064,157,80,438,342
4662,ISIC_0026065,159,91,415,321
4663,ISIC_0026066,150,124,375,347
4664,ISIC_0026067,155,77,415,380
4665,ISIC_0026068,188,134,338,284
4666,ISIC_0026069,166,87,455,361
4667,ISIC_0026070,148,70,480,356
4668,ISIC_0026071,190,136,401,323
4669,ISIC_0026072,199,129,403,321
4670,ISIC_0026073,120,87,429,370
4671,ISIC_0026074,227,162,354,291
4672,ISIC_0026075,155,66,438,384
4673,ISIC_0026076,129,87,441,363
4674,ISIC_0026077,204,129,394,312
4675,ISIC_0026078,166,129,405,347
4676,ISIC_0026079,162,101,396,359
4677,ISIC_0026080,225,166,333,267
4678,ISIC_0026081,145,124,420,396
4679,ISIC_0026082,197,136,375,305
4680,ISIC_0026083,141,110,443,356
4681,ISIC_0026084,216,157,370,307
4682,ISIC_0026085,127,73,443,370
4683,ISIC_0026086,103,42,516,396
4684,ISIC_0026087,150,103,427,352
4685,ISIC_0026088,131,59,455,368
4686,ISIC_0026089,115,54,443,398
4687,ISIC_0026090,148,77,429,347
4688,ISIC_0026091,166,98,452,356
4689,ISIC_0026092,216,115,380,291
4690,ISIC_0026093,136,49,483,382
4691,ISIC_0026094,159,91,420,347
4692,ISIC_0026095,169,82,434,347
4693,ISIC_0026096,87,61,473,403
4694,ISIC_0026097,112,87,450,384
4695,ISIC_0026098,87,26,509,394
4696,ISIC_0026099,141,82,485,380
4697,ISIC_0026100,159,127,408,342
4698,ISIC_0026101,134,129,429,356
4699,ISIC_0026102,180,131,398,345
4700,ISIC_0026103,127,75,464,405
4701,ISIC_0026104,192,98,429,354
4702,ISIC_0026105,173,91,422,352
4703,ISIC_0026106,148,68,469,391
4704,ISIC_0026107,120,30,476,401
4705,ISIC_0026108,220,150,391,328
4706,ISIC_0026109,162,96,434,347
4707,ISIC_0026110,185,136,361,300
4708,ISIC_0026111,122,63,469,382
4709,ISIC_0026112,178,84,429,352
4710,ISIC_0026113,185,122,403,347
4711,ISIC_0026114,197,96,443,354
4712,ISIC_0026115,169,117,417,359
4713,ISIC_0026116,197,134,370,305
4714,ISIC_0026117,251,185,356,281
4715,ISIC_0026118,188,120,401,319
4716,ISIC_0026119,120,75,434,391
4717,ISIC_0026120,98,63,452,368
4718,ISIC_0026121,209,103,410,319
4719,ISIC_0026122,251,134,363,267
4720,ISIC_0026123,230,145,352,284
4721,ISIC_0026124,209,122,405,335
4722,ISIC_0026125,164,75,438,342
4723,ISIC_0026126,110,59,488,384
4724,ISIC_0026127,148,80,420,340
4725,ISIC_0026128,166,80,464,349
4726,ISIC_0026129,120,66,455,403
4727,ISIC_0026130,143,82,445,359
4728,ISIC_0026131,122,82,492,373
4729,ISIC_0026132,134,112,427,363
4730,ISIC_0026133,98,75,485,380
4731,ISIC_0026134,188,120,417,361
4732,ISIC_0026135,176,77,471,363
4733,ISIC_0026136,91,56,422,356
4734,ISIC_0026137,162,70,434,359
4735,ISIC_0026138,166,108,424,347
4736,ISIC_0026139,164,127,443,354
4737,ISIC_0026140,209,129,366,298
4738,ISIC_0026141,265,110,415,260
4739,ISIC_0026142,148,45,436,417
4740,ISIC_0026143,171,89,424,338
4741,ISIC_0026144,183,131,389,342
4742,ISIC_0026145,108,68,497,403
4743,ISIC_0026146,164,66,455,345
4744,ISIC_0026147,241,169,370,286
4745,ISIC_0026148,188,110,431,359
4746,ISIC_0026149,164,115,410,342
4747,ISIC_0026150,225,157,375,312
4748,ISIC_0026151,190,101,408,321
4749,ISIC_0026152,143,98,457,359
4750,ISIC_0026153,220,164,345,288
4751,ISIC_0026154,178,110,401,316
4752,ISIC_0026155,143,129,417,368
4753,ISIC_0026156,192,115,382,312
4754,ISIC_0026157,96,75,504,394
4755,ISIC_0026158,169,75,469,382
4756,ISIC_0026159,152,70,448,387
4757,ISIC_0026160,220,91,420,298
4758,ISIC_0026161,171,87,424,368
4759,ISIC_0026162,120,70,445,377
4760,ISIC_0026163,232,162,330,262
4761,ISIC_0026164,178,84,452,366
4762,ISIC_0026165,234,148,391,295
4763,ISIC_0026166,223,169,352,288
4764,ISIC_0026167,164,49,452,396
4765,ISIC_0026168,75,35,516,398
