fname,x1,y1,x2,y2
ISIC_0027018,117,66,471,387
ISIC_0027019,68,7,553,459
ISIC_0027020,70,23,516,420
ISIC_0027021,91,68,485,401
ISIC_0027022,183,63,424,349
ISIC_0027023,155,98,436,352
ISIC_0027024,192,124,412,328
ISIC_0027025,66,12,553,441
ISIC_0027026,178,127,450,373
ISIC_0027027,103,66,473,408
ISIC_0027028,141,89,443,401
ISIC_0027029,173,105,394,305
ISIC_0027030,105,89,469,380
ISIC_0027031,253,159,354,265
ISIC_0027032,136,54,473,396
ISIC_0027033,129,75,441,382
ISIC_0027034,157,96,466,342
ISIC_0027035,110,26,527,424
ISIC_0027036,173,108,422,342
ISIC_0027037,148,105,448,389
ISIC_0027038,166,110,438,363
ISIC_0027039,150,47,499,370
ISIC_0027040,105,33,506,443
ISIC_0027041,84,56,537,429
ISIC_0027042,47,52,527,420
ISIC_0027043,141,84,427,345
ISIC_0027044,152,75,445,366
ISIC_0027045,178,87,443,363
ISIC_0027046,213,162,345,291
ISIC_0027047,148,87,422,387
ISIC_0027048,199,143,396,330
ISIC_0027049,225,138,387,302
ISIC_0027050,131,73,424,356
ISIC_0027051,220,145,443,347
ISIC_0027052,124,61,410,373
ISIC_0027053,152,96,427,330
ISIC_0027054,180,89,445,333
ISIC_0027055,101,38,462,387
ISIC_0027056,122,54,473,417
ISIC_0027057,141,82,459,375
ISIC_0027058,173,110,391,307
ISIC_0027059,150,94,408,347
ISIC_0027060,105,47,509,375
ISIC_0027061,145,131,382,359
ISIC_0027062,232,166,356,298
ISIC_0027063,176,98,427,330
ISIC_0027064,143,87,464,380
ISIC_0027065,56,30,490,403
ISIC_0027066,70,56,520,394
ISIC_0027067,178,122,403,345
ISIC_0027068,141,82,441,363
ISIC_0027069,77,35,558,434
ISIC_0027070,141,112,431,373
ISIC_0027071,122,75,445,389
ISIC_0027072,190,110,394,314
ISIC_0027073,131,91,443,347
ISIC_0027074,101,54,520,436
ISIC_0027075,117,47,478,405
ISIC_0027076,234,164,370,291
ISIC_0027077,183,120,412,338
ISIC_0027078,112,68,490,380
ISIC_0027079,173,84,429,345
ISIC_0027080,70,30,523,436
ISIC_0027081,216,94,466,333
ISIC_0027082,127,96,443,405
ISIC_0027083,148,112,429,356
ISIC_0027084,89,61,483,436
ISIC_0027085,141,101,459,384
ISIC_0027086,267,178,342,260
ISIC_0027087,89,47,490,377
ISIC_0027088,101,68,469,405
ISIC_0027089,124,45,471,380
ISIC_0027090,183,120,405,326
ISIC_0027091,143,70,469,352
ISIC_0027092,183,131,403,338
ISIC_0027093,246,176,349,288
ISIC_0027094,141,96,469,377
ISIC_0027095,157,73,488,420
ISIC_0027096,150,117,420,321
ISIC_0027097,136,73,445,398
ISIC_0027098,204,134,417,342
ISIC_0027099,180,124,410,333
ISIC_0027100,166,103,441,342
ISIC_0027101,101,49,495,408
ISIC_0027102,45,23,518,436
ISIC_0027103,30,28,532,401
ISIC_0027104,143,75,448,368
ISIC_0027105,162,94,415,330
ISIC_0027106,166,80,448,361
ISIC_0027107,117,110,450,389
ISIC_0027108,129,49,492,387
ISIC_0027109,199,157,380,314
ISIC_0027110,98,47,511,391
ISIC_0027111,143,141,394,354
ISIC_0027112,216,159,387,326
ISIC_0027113,246,171,335,262
ISIC_0027114,246,176,384,316
ISIC_0027115,61,45,520,410
ISIC_0027116,141,47,443,345
ISIC_0027117,209,127,370,286
ISIC_0027118,239,190,342,288
ISIC_0027119,101,47,502,403
ISIC_0027120,110,59,471,394
ISIC_0027121,143,45,504,401
ISIC_0027122,202,122,434,363
ISIC_0027123,122,84,459,401
ISIC_0027124,89,91,462,370
ISIC_0027125,180,134,405,323
ISIC_0027126,159,98,434,359
ISIC_0027127,291,211,368,291
ISIC_0027128,120,63,492,387
ISIC_0027129,223,162,389,316
ISIC_0027130,152,94,443,363
ISIC_0027131,47,21,565,441
ISIC_0027132,185,70,434,319
ISIC_0027133,216,176,356,312
ISIC_0027134,96,7,511,427
ISIC_0027135,178,124,417,349
ISIC_0027136,169,82,429,345
ISIC_0027137,180,117,436,340
ISIC_0027138,234,157,361,293
ISIC_0027139,105,35,504,422
ISIC_0027140,127,59,448,368
ISIC_0027141,143,87,436,361
ISIC_0027142,183,110,417,354
ISIC_0027143,213,157,347,281
ISIC_0027144,185,129,434,361
ISIC_0027145,213,84,441,323
ISIC_0027146,199,145,373,302
ISIC_0027147,159,91,459,384
ISIC_0027148,183,124,455,398
ISIC_0027149,94,35,492,427
ISIC_0027150,30,0,541,420
ISIC_0027151,253,183,335,270
ISIC_0027152,159,87,441,382
ISIC_0027153,195,84,429,312
ISIC_0027154,195,136,391,335
ISIC_0027155,169,122,427,342
ISIC_0027156,152,94,424,359
ISIC_0027157,124,87,480,396
ISIC_0027158,148,94,420,361
ISIC_0027159,75,40,572,434
ISIC_0027160,152,129,431,370
ISIC_0027161,169,98,408,356
ISIC_0027162,138,68,443,349
ISIC_0027163,47,45,485,405
ISIC_0027164,75,54,509,408
ISIC_0027165,152,120,410,363
ISIC_0027166,129,35,506,422
ISIC_0027167,141,120,429,370
ISIC_0027168,82,52,530,434
ISIC_0027169,173,96,441,347
ISIC_0027170,145,101,443,380
ISIC_0027171,82,45,497,391
ISIC_0027172,101,59,448,394
ISIC_0027173,185,105,424,359
ISIC_0027174,234,155,366,284
ISIC_0027175,169,120,434,349
ISIC_0027176,176,89,455,382
ISIC_0027177,136,120,408,375
ISIC_0027178,101,47,518,424
ISIC_0027179,40,-2,518,436
ISIC_0027180,162,19,488,380
ISIC_0027181,138,87,443,368
ISIC_0027182,110,91,408,368
ISIC_0027183,209,138,417,345
ISIC_0027184,108,70,488,410
ISIC_0027185,220,103,434,338
ISIC_0027186,155,98,457,398
ISIC_0027187,103,68,492,417
ISIC_0027188,220,162,354,302
ISIC_0027189,103,61,518,410
ISIC_0027190,42,21,520,412
ISIC_0027191,157,96,422,349
ISIC_0027192,216,148,375,309
ISIC_0027193,98,49,488,391
ISIC_0027194,136,94,448,361
ISIC_0027195,108,75,431,352
ISIC_0027196,145,49,471,396
ISIC_0027197,209,157,361,295
ISIC_0027198,239,204,323,288
ISIC_0027199,96,45,464,391
ISIC_0027200,103,61,478,412
ISIC_0027201,248,159,384,298
ISIC_0027202,138,89,441,361
ISIC_0027203,134,68,466,349
ISIC_0027204,101,80,462,394
ISIC_0027205,251,127,403,281
ISIC_0027206,176,66,424,352
ISIC_0027207,96,61,455,398
ISIC_0027208,115,91,448,396
ISIC_0027209,120,73,462,380
ISIC_0027210,237,173,333,270
ISIC_0027211,253,173,340,255
ISIC_0027212,131,84,459,382
ISIC_0027213,52,40,513,403
ISIC_0027214,117,21,469,382
ISIC_0027215,131,52,476,391
ISIC_0027216,103,49,509,412
ISIC_0027217,143,82,459,377
ISIC_0027218,150,61,445,370
ISIC_0027219,122,87,490,380
ISIC_0027220,185,112,429,361
ISIC_0027221,131,42,469,375
ISIC_0027222,162,87,485,391
ISIC_0027223,84,42,539,427
ISIC_0027224,159,117,445,333
ISIC_0027225,122,84,488,391
ISIC_0027226,112,89,513,349
ISIC_0027227,26,12,499,445
ISIC_0027228,152,84,441,380
ISIC_0027229,87,42,488,382
ISIC_0027230,183,112,415,340
ISIC_0027231,68,30,509,427
ISIC_0027232,94,49,485,403
ISIC_0027233,136,52,455,361
ISIC_0027234,80,54,483,370
ISIC_0027235,195,145,373,335
ISIC_0027236,176,143,410,342
ISIC_0027237,77,73,483,410
ISIC_0027238,115,63,485,382
ISIC_0027239,101,77,502,410
ISIC_0027240,255,190,330,262
ISIC_0027241,124,49,452,387
ISIC_0027242,112,70,476,417
ISIC_0027243,176,73,441,363
ISIC_0027244,195,127,410,333
ISIC_0027245,131,66,483,375
ISIC_0027246,94,26,495,441
ISIC_0027247,75,19,504,427
ISIC_0027248,129,77,464,415
ISIC_0027249,246,178,345,281
ISIC_0027250,260,169,335,255
ISIC_0027251,96,54,513,422
ISIC_0027252,162,91,471,384
ISIC_0027253,103,28,478,396
ISIC_0027254,150,103,420,361
ISIC_0027255,211,159,398,330
ISIC_0027256,141,89,436,359
ISIC_0027257,108,61,495,424
ISIC_0027258,26,2,551,455
ISIC_0027259,206,152,443,352
ISIC_0027260,206,134,377,321
ISIC_0027261,152,120,412,345
ISIC_0027262,211,136,420,328
ISIC_0027263,171,84,408,391
ISIC_0027264,209,141,370,293
ISIC_0027265,230,169,333,274
ISIC_0027266,180,103,405,323
ISIC_0027267,117,80,478,382
ISIC_0027268,150,84,464,361
ISIC_0027269,112,59,445,375
ISIC_0027270,73,30,495,422
ISIC_0027271,180,108,415,338
ISIC_0027272,112,52,478,398
ISIC_0027273,101,49,511,422
ISIC_0027274,141,75,485,394
ISIC_0027275,183,115,450,354
ISIC_0027276,209,108,391,277
ISIC_0027277,103,38,462,405
ISIC_0027278,176,91,424,359
ISIC_0027279,204,129,394,328
ISIC_0027280,141,82,473,373
ISIC_0027281,164,131,387,342
ISIC_0027282,101,68,478,420
ISIC_0027283,87,14,511,422
ISIC_0027284,178,103,434,298
ISIC_0027285,112,68,455,387
ISIC_0027286,112,42,513,377
ISIC_0027287,33,9,504,434
ISIC_0027288,91,63,466,422
ISIC_0027289,112,68,495,377
ISIC_0027290,183,145,389,335
ISIC_0027291,159,124,396,347
ISIC_0027292,145,89,448,361
ISIC_0027293,232,134,391,307
ISIC_0027294,265,166,356,270
ISIC_0027295,129,80,471,389
ISIC_0027296,103,47,504,398
ISIC_0027297,190,110,389,309
ISIC_0027298,141,82,455,375
ISIC_0027299,213,91,431,295
ISIC_0027300,87,45,525,424
ISIC_0027301,124,127,415,401
ISIC_0027302,98,30,506,412
ISIC_0027303,66,26,513,431
ISIC_0027304,162,150,443,363
ISIC_0027305,188,141,377,333
ISIC_0027306,84,5,497,417
ISIC_0027307,148,59,462,394
ISIC_0027308,66,42,499,401
ISIC_0027309,185,89,427,316
ISIC_0027310,131,82,506,382
ISIC_0027311,103,45,495,394
ISIC_0027312,227,162,352,286
ISIC_0027313,166,129,415,345
ISIC_0027314,105,52,490,398
ISIC_0027315,136,96,427,408
ISIC_0027316,122,35,485,398
ISIC_0027317,159,84,438,359
ISIC_0027318,159,77,417,333
ISIC_0027319,180,138,391,326
ISIC_0027320,108,94,441,373
ISIC_0027321,122,91,452,389
ISIC_0027322,145,77,459,366
ISIC_0027323,213,155,359,293
ISIC_0027324,127,63,469,375
ISIC_0027325,129,66,464,377
ISIC_0027326,73,66,441,436
ISIC_0027327,173,87,450,366
ISIC_0027328,141,84,429,380
ISIC_0027329,180,120,403,323
ISIC_0027330,91,52,506,438
ISIC_0027331,103,52,485,412
ISIC_0027332,103,52,488,410
ISIC_0027333,47,5,530,431
ISIC_0027334,84,52,513,398
ISIC_0027335,134,61,457,387
ISIC_0027336,115,68,420,356
ISIC_0027337,166,87,445,373
ISIC_0027338,178,120,408,312
ISIC_0027339,141,68,483,359
ISIC_0027340,131,122,443,377
ISIC_0027341,166,84,427,359
ISIC_0027342,68,26,544,429
ISIC_0027343,230,176,373,314
ISIC_0027344,110,63,492,408
ISIC_0027345,232,141,394,295
ISIC_0027346,87,54,511,424
ISIC_0027347,143,77,466,394
ISIC_0027348,101,59,502,408
ISIC_0027349,145,63,513,415
ISIC_0027350,173,115,420,335
ISIC_0027351,195,115,438,338
ISIC_0027352,129,94,448,366
ISIC_0027353,96,42,478,422
ISIC_0027354,112,70,492,387
ISIC_0027355,117,68,471,387
ISIC_0027356,105,66,445,398
ISIC_0027357,169,45,452,359
ISIC_0027358,262,192,321,258
ISIC_0027359,108,82,466,396
ISIC_0027360,190,103,408,382
ISIC_0027361,185,96,410,321
ISIC_0027362,155,108,438,359
ISIC_0027363,159,96,403,345
ISIC_0027364,59,59,422,377
ISIC_0027365,251,190,356,288
ISIC_0027366,103,70,412,349
ISIC_0027367,98,73,462,380
ISIC_0027368,77,40,499,403
ISIC_0027369,225,199,345,307
ISIC_0027370,122,30,509,443
ISIC_0027371,239,157,361,262
ISIC_0027372,124,87,466,380
ISIC_0027373,206,145,462,375
ISIC_0027374,202,108,415,323
ISIC_0027375,127,87,441,380
ISIC_0027376,178,124,417,349
ISIC_0027377,143,91,377,349
ISIC_0027378,96,66,471,415
ISIC_0027379,195,141,401,354
ISIC_0027380,152,124,408,354
ISIC_0027381,66,21,527,438
ISIC_0027382,239,178,330,277
ISIC_0027383,176,112,434,354
ISIC_0027384,115,61,457,387
ISIC_0027385,251,162,366,272
ISIC_0027386,52,26,534,408
ISIC_0027387,162,115,415,335
ISIC_0027388,94,45,504,415
ISIC_0027389,84,38,488,424
ISIC_0027390,134,47,490,389
ISIC_0027391,173,101,473,354
ISIC_0027392,120,82,450,363
ISIC_0027393,77,49,502,377
ISIC_0027394,162,105,436,384
ISIC_0027395,138,96,452,401
ISIC_0027396,143,73,427,354
ISIC_0027397,164,77,427,356
ISIC_0027398,162,115,441,342
ISIC_0027399,70,30,527,424
ISIC_0027400,80,35,520,422
ISIC_0027401,98,30,492,405
ISIC_0027402,185,127,401,316
ISIC_0027403,148,82,443,356
ISIC_0027404,108,54,502,401
ISIC_0027405,162,84,473,389
ISIC_0027406,197,141,391,300
ISIC_0027407,94,42,502,417
ISIC_0027408,239,162,356,279
ISIC_0027409,112,52,509,420
ISIC_0027410,251,183,359,284
ISIC_0027411,91,19,473,420
ISIC_0027412,162,70,462,361
ISIC_0027413,159,101,420,354
ISIC_0027414,148,75,377,321
ISIC_0027415,42,47,551,403
ISIC_0027416,117,49,488,415
ISIC_0027417,98,84,448,434
ISIC_0027418,211,134,420,321
ISIC_0027419,131,94,443,375
ISIC_0027420,134,91,469,377
ISIC_0027421,164,89,455,356
ISIC_0027422,134,66,452,384
ISIC_0027423,234,129,408,291
ISIC_0027424,120,42,478,405
ISIC_0027425,143,82,485,382
ISIC_0027426,122,101,450,405
ISIC_0027427,248,157,354,265
ISIC_0027428,112,70,434,345
ISIC_0027429,117,59,483,366
ISIC_0027430,209,117,408,314
ISIC_0027431,251,155,359,265
ISIC_0027432,281,180,363,260
ISIC_0027433,87,35,504,431
ISIC_0027434,180,52,469,398
ISIC_0027435,152,124,408,338
ISIC_0027436,141,89,434,373
ISIC_0027437,180,143,405,333
ISIC_0027438,136,66,466,373
ISIC_0027439,131,75,464,384
ISIC_0027440,183,103,438,403
ISIC_0027441,129,59,427,349
ISIC_0027442,49,54,553,401
ISIC_0027443,232,152,398,307
ISIC_0027444,232,141,387,288
ISIC_0027445,98,28,480,417
ISIC_0027446,124,19,520,420
ISIC_0027447,143,80,492,389
ISIC_0027448,159,103,448,387
ISIC_0027449,70,30,520,431
ISIC_0027450,101,26,497,434
ISIC_0027451,91,66,509,405
ISIC_0027452,105,23,506,417
ISIC_0027453,122,45,469,391
ISIC_0027454,148,108,441,338
ISIC_0027455,239,155,368,267
ISIC_0027456,112,30,485,434
ISIC_0027457,199,138,368,291
ISIC_0027458,213,136,391,321
ISIC_0027459,110,47,502,412
ISIC_0027460,190,84,401,305
ISIC_0027461,103,68,457,387
ISIC_0027462,230,145,389,307
ISIC_0027463,185,91,422,345
ISIC_0027464,155,98,431,354
ISIC_0027465,157,52,464,384
ISIC_0027466,138,84,445,375
ISIC_0027467,75,49,471,403
ISIC_0027468,166,94,469,354
ISIC_0027469,87,94,520,405
ISIC_0027470,195,91,436,323
ISIC_0027471,171,134,384,316
ISIC_0027472,136,70,473,375
ISIC_0027473,225,155,382,314
ISIC_0027474,66,12,534,445
ISIC_0027475,218,157,352,281
ISIC_0027476,185,91,394,279
ISIC_0027477,124,52,485,387
ISIC_0027478,223,162,354,295
ISIC_0027479,188,138,375,298
ISIC_0027480,108,54,502,391
ISIC_0027481,171,98,420,326
ISIC_0027482,89,75,427,338
ISIC_0027483,164,148,373,321
ISIC_0027484,75,45,511,410
ISIC_0027485,61,7,527,441
ISIC_0027486,218,157,420,349
ISIC_0027487,220,155,398,328
ISIC_0027488,103,70,483,380
ISIC_0027489,183,129,415,349
ISIC_0027490,150,87,471,342
ISIC_0027491,148,82,469,384
ISIC_0027492,265,178,352,262
ISIC_0027493,162,75,441,333
ISIC_0027494,185,112,401,316
ISIC_0027495,131,87,464,359
ISIC_0027496,134,112,434,373
ISIC_0027497,159,155,394,338
ISIC_0027498,134,103,455,340
ISIC_0027499,80,30,488,415
ISIC_0027500,162,105,462,382
ISIC_0027501,244,176,316,253
ISIC_0027502,253,171,394,302
ISIC_0027503,202,131,415,312
ISIC_0027504,108,63,469,401
ISIC_0027505,40,63,525,427
ISIC_0027506,159,84,466,377
ISIC_0027507,239,176,382,319
ISIC_0027508,77,33,511,427
ISIC_0027509,148,82,457,384
ISIC_0027510,176,105,412,335
ISIC_0027511,152,91,455,370
ISIC_0027512,122,124,448,345
ISIC_0027513,185,127,427,335
ISIC_0027514,110,26,473,455
ISIC_0027515,136,80,422,333
ISIC_0027516,108,63,466,415
ISIC_0027517,176,115,410,363
ISIC_0027518,94,35,469,396
ISIC_0027519,164,103,448,359
ISIC_0027520,192,134,455,363
ISIC_0027521,87,28,527,431
ISIC_0027522,204,188,335,316
ISIC_0027523,183,108,412,323
ISIC_0027524,157,42,424,370
ISIC_0027525,185,138,373,302
ISIC_0027526,108,63,438,373
ISIC_0027527,108,59,464,377
ISIC_0027528,234,159,359,288
ISIC_0027529,105,63,504,405
ISIC_0027530,253,178,352,284
ISIC_0027531,80,61,509,417
ISIC_0027532,176,84,431,330
ISIC_0027533,180,115,417,307
ISIC_0027534,75,12,516,422
ISIC_0027535,206,185,352,326
ISIC_0027536,103,49,509,408
ISIC_0027537,209,134,384,295
ISIC_0027538,253,206,340,293
ISIC_0027539,94,23,509,436
ISIC_0027540,145,80,466,366
ISIC_0027541,117,38,448,405
ISIC_0027542,136,94,438,384
ISIC_0027543,180,87,441,330
ISIC_0027544,239,166,382,314
ISIC_0027545,223,141,382,293
ISIC_0027546,171,112,415,338
ISIC_0027547,148,52,466,396
ISIC_0027548,166,117,417,328
ISIC_0027549,246,150,354,265
ISIC_0027550,124,42,464,389
ISIC_0027551,117,45,469,396
ISIC_0027552,150,61,478,377
ISIC_0027553,98,63,464,394
ISIC_0027554,204,115,422,312
ISIC_0027555,131,47,492,366
ISIC_0027556,131,63,464,417
ISIC_0027557,91,38,412,359
ISIC_0027558,199,148,342,281
ISIC_0027559,101,47,495,398
ISIC_0027560,143,108,417,349
ISIC_0027561,96,52,457,394
ISIC_0027562,98,59,527,412
ISIC_0027563,176,80,415,323
ISIC_0027564,164,98,436,366
ISIC_0027565,110,45,497,403
ISIC_0027566,136,96,431,366
ISIC_0027567,110,77,434,420
ISIC_0027568,141,103,483,398
ISIC_0027569,143,73,443,370
ISIC_0027570,134,52,476,373
ISIC_0027571,68,75,405,340
ISIC_0027572,84,56,511,441
ISIC_0027573,159,112,434,352
ISIC_0027574,241,127,424,300
ISIC_0027575,141,98,410,342
ISIC_0027576,129,98,436,382
ISIC_0027577,73,56,506,410
ISIC_0027578,49,61,527,412
ISIC_0027579,122,33,502,405
ISIC_0027580,122,75,478,389
ISIC_0027581,75,28,541,410
ISIC_0027582,68,47,485,408
ISIC_0027583,127,82,464,391
ISIC_0027584,136,66,420,345
ISIC_0027585,127,61,464,373
ISIC_0027586,136,80,466,408
ISIC_0027587,127,84,483,394
ISIC_0027588,157,108,377,326
ISIC_0027589,136,101,459,394
ISIC_0027590,89,61,497,405
ISIC_0027591,152,75,478,366
ISIC_0027592,141,84,459,375
ISIC_0027593,96,66,464,410
ISIC_0027594,120,47,420,405
ISIC_0027595,183,103,384,326
ISIC_0027596,248,169,352,274
ISIC_0027597,103,63,459,370
ISIC_0027598,171,94,445,361
ISIC_0027599,120,73,438,354
ISIC_0027600,232,148,403,307
ISIC_0027601,188,141,412,342
ISIC_0027602,218,70,401,265
ISIC_0027603,152,87,443,335
ISIC_0027604,164,94,391,361
ISIC_0027605,108,42,478,420
ISIC_0027606,61,28,530,415
ISIC_0027607,173,82,429,368
ISIC_0027608,98,70,452,377
ISIC_0027609,183,105,412,321
ISIC_0027610,145,77,438,363
ISIC_0027611,188,101,427,323
ISIC_0027612,159,75,471,354
ISIC_0027613,237,176,345,286
ISIC_0027614,202,138,396,312
ISIC_0027615,108,73,480,382
ISIC_0027616,213,143,370,281
ISIC_0027617,134,77,476,396
ISIC_0027618,101,30,495,412
ISIC_0027619,61,21,511,412
ISIC_0027620,61,49,452,396
ISIC_0027621,166,122,445,403
ISIC_0027622,108,52,488,401
ISIC_0027623,84,52,466,380
ISIC_0027624,134,63,466,398
ISIC_0027625,155,63,443,370
ISIC_0027626,84,66,471,408
ISIC_0027627,260,185,380,305
ISIC_0027628,61,26,497,420
ISIC_0027629,239,176,368,321
ISIC_0027630,148,56,459,359
ISIC_0027631,77,45,534,408
ISIC_0027632,124,35,473,420
ISIC_0027633,52,19,497,410
ISIC_0027634,178,110,391,321
ISIC_0027635,227,122,394,281
ISIC_0027636,101,38,471,405
ISIC_0027637,127,80,469,368
ISIC_0027638,124,59,480,391
ISIC_0027639,157,101,441,370
ISIC_0027640,96,35,490,415
ISIC_0027641,188,120,431,359
ISIC_0027642,239,178,363,300
ISIC_0027643,131,89,417,328
ISIC_0027644,216,164,338,279
ISIC_0027645,272,188,349,270
ISIC_0027646,176,68,455,338
ISIC_0027647,155,68,476,398
ISIC_0027648,171,127,410,330
ISIC_0027649,59,59,511,412
ISIC_0027650,155,101,448,359
ISIC_0027651,199,112,417,298
ISIC_0027652,138,84,450,375
ISIC_0027653,129,87,424,359
ISIC_0027654,159,108,401,330
ISIC_0027655,134,63,431,356
ISIC_0027656,136,54,499,396
ISIC_0027657,94,49,464,361
ISIC_0027658,129,49,466,391
ISIC_0027659,213,155,361,309
ISIC_0027660,180,129,389,323
ISIC_0027661,115,47,457,366
ISIC_0027662,176,108,427,335
ISIC_0027663,183,98,417,321
ISIC_0027664,103,70,497,373
ISIC_0027665,145,120,424,345
ISIC_0027666,101,21,492,412
ISIC_0027667,105,23,483,429
ISIC_0027668,138,70,459,361
ISIC_0027669,9,9,548,459
ISIC_0027670,129,54,464,396
ISIC_0027671,136,112,450,356
ISIC_0027672,138,98,445,326
ISIC_0027673,70,40,555,450
ISIC_0027674,143,73,502,384
ISIC_0027675,70,28,506,401
ISIC_0027676,145,80,466,405
ISIC_0027677,155,94,457,380
ISIC_0027678,122,73,471,377
ISIC_0027679,255,169,373,286
ISIC_0027680,80,89,473,366
ISIC_0027681,98,54,518,394
ISIC_0027682,183,157,326,291
ISIC_0027683,145,82,443,384
ISIC_0027684,202,164,382,330
ISIC_0027685,211,136,382,286
ISIC_0027686,152,82,436,356
ISIC_0027687,84,30,495,417
ISIC_0027688,225,159,375,300
ISIC_0027689,143,87,459,359
ISIC_0027690,91,23,516,415
ISIC_0027691,120,101,408,384
ISIC_0027692,178,129,457,356
ISIC_0027693,94,42,483,387
ISIC_0027694,115,45,502,384
ISIC_0027695,180,89,443,356
ISIC_0027696,108,35,473,391
ISIC_0027697,234,176,340,284
ISIC_0027698,26,9,570,445
ISIC_0027699,134,101,462,377
ISIC_0027700,183,120,412,347
ISIC_0027701,131,89,448,417
ISIC_0027702,134,75,471,377
ISIC_0027703,96,45,448,375
ISIC_0027704,166,134,410,366
ISIC_0027705,251,155,389,295
ISIC_0027706,173,110,476,370
ISIC_0027707,117,26,497,417
ISIC_0027708,171,129,389,338
ISIC_0027709,157,75,436,394
ISIC_0027710,91,35,497,422
ISIC_0027711,120,68,452,377
ISIC_0027712,136,87,457,403
ISIC_0027713,180,112,429,349
ISIC_0027714,237,176,342,277
ISIC_0027715,166,96,417,349
ISIC_0027716,66,59,473,377
ISIC_0027717,61,35,516,410
ISIC_0027718,213,171,340,291
ISIC_0027719,122,61,473,384
ISIC_0027720,105,82,490,377
ISIC_0027721,115,89,422,375
ISIC_0027722,131,98,450,396
ISIC_0027723,159,77,450,356
ISIC_0027724,124,66,492,403
ISIC_0027725,77,33,485,398
ISIC_0027726,159,91,434,391
ISIC_0027727,169,117,394,345
ISIC_0027728,105,42,464,403
ISIC_0027729,112,103,473,335
ISIC_0027730,103,66,490,394
ISIC_0027731,101,59,480,408
ISIC_0027732,183,68,448,354
ISIC_0027733,89,45,488,380
ISIC_0027734,159,108,363,319
ISIC_0027735,218,141,389,312
ISIC_0027736,120,75,476,368
ISIC_0027737,169,134,391,354
ISIC_0027738,227,150,356,274
ISIC_0027739,171,136,382,316
ISIC_0027740,178,105,396,333
ISIC_0027741,98,45,490,398
ISIC_0027742,94,96,511,361
ISIC_0027743,178,63,436,352
ISIC_0027744,159,94,438,359
ISIC_0027745,136,61,483,420
ISIC_0027746,152,84,438,375
ISIC_0027747,54,12,527,424
ISIC_0027748,136,61,457,368
ISIC_0027749,77,28,492,420
ISIC_0027750,96,56,466,396
ISIC_0027751,162,157,382,338
ISIC_0027752,96,110,387,338
ISIC_0027753,120,59,490,405
ISIC_0027754,77,49,480,410
ISIC_0027755,157,82,434,401
ISIC_0027756,291,195,370,286
ISIC_0027757,253,183,359,288
ISIC_0027758,117,101,431,366
ISIC_0027759,218,157,380,312
ISIC_0027760,148,105,436,366
ISIC_0027761,157,117,473,377
ISIC_0027762,112,80,450,377
ISIC_0027763,127,66,464,389
ISIC_0027764,190,108,401,333
ISIC_0027765,164,56,464,375
ISIC_0027766,155,98,422,333
ISIC_0027767,164,115,398,326
ISIC_0027768,227,150,391,300
ISIC_0027769,260,176,345,258
ISIC_0027770,129,75,462,384
ISIC_0027771,155,80,455,370
ISIC_0027772,216,148,354,288
ISIC_0027773,101,7,504,431
ISIC_0027774,230,164,333,274
ISIC_0027775,129,75,473,391
ISIC_0027776,82,63,473,401
ISIC_0027777,152,91,424,347
ISIC_0027778,105,66,495,431
ISIC_0027779,127,73,459,396
ISIC_0027780,117,87,452,375
ISIC_0027781,120,77,476,417
ISIC_0027782,134,70,452,389
ISIC_0027783,246,176,347,277
ISIC_0027784,176,80,438,321
ISIC_0027785,141,82,429,361
ISIC_0027786,166,112,415,335
ISIC_0027787,91,40,488,415
ISIC_0027788,185,129,408,340
ISIC_0027789,223,141,391,309
ISIC_0027790,150,108,422,352
ISIC_0027791,145,80,466,375
ISIC_0027792,171,94,452,361
ISIC_0027793,84,80,445,387
ISIC_0027794,115,12,518,391
ISIC_0027795,91,59,476,410
ISIC_0027796,178,115,448,330
ISIC_0027797,251,180,394,316
ISIC_0027798,188,143,375,309
ISIC_0027799,211,80,455,340
ISIC_0027800,164,66,431,333
ISIC_0027801,145,87,459,363
ISIC_0027802,171,120,429,366
ISIC_0027803,108,45,476,412
ISIC_0027804,218,166,370,307
ISIC_0027805,178,91,488,384
ISIC_0027806,77,52,495,405
ISIC_0027807,115,19,455,427
ISIC_0027808,45,14,546,424
ISIC_0027809,98,21,509,434
ISIC_0027810,42,26,546,448
ISIC_0027811,169,112,398,319
ISIC_0027812,241,164,330,255
ISIC_0027813,101,23,497,387
ISIC_0027814,178,124,410,338
ISIC_0027815,103,54,455,408
ISIC_0027816,124,105,389,323
ISIC_0027817,112,63,445,382
ISIC_0027818,96,40,502,401
ISIC_0027819,218,134,394,293
ISIC_0027820,138,91,408,352
ISIC_0027821,166,103,420,352
ISIC_0027822,180,120,389,312
ISIC_0027823,122,54,485,391
ISIC_0027824,152,84,436,384
ISIC_0027825,244,155,391,300
ISIC_0027826,84,63,462,410
ISIC_0027827,21,0,544,452
ISIC_0027828,176,63,424,356
ISIC_0027829,138,96,452,375
ISIC_0027830,169,82,452,389
ISIC_0027831,98,56,478,391
ISIC_0027832,169,112,417,335
ISIC_0027833,162,115,436,363
ISIC_0027834,101,38,525,420
ISIC_0027835,47,30,530,457
ISIC_0027836,169,152,382,338
ISIC_0027837,105,52,473,370
ISIC_0027838,82,33,532,420
ISIC_0027839,197,122,438,340
